carname,make,model,year,kilometersdriven,fueltype,transmission,location,city,price,price_lakhs,listingurl,imageurl,source
2013 Maruti Alto 800,maruti,alto 800,2013,40500.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,2.16 Lakh,2.16,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/alto-800/lxi-uppal-2013/28851335/,,Spinny
2018 Nissan Micra,nissan,micra,2018,115500.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,3.68 Lakh,3.68,https://www.spinny.com/buy-used-cars/hyderabad/nissan/micra/xl-cvt-kukatpally-2018/28370584/,,Spinny
2021 Hyundai Grand i10 Nios,hyundai,grand i10 nios,2021,115500.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,4.84 Lakh,4.84,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/grand-i10-nios/sportz-amt-12-kappa-vtvt-uppal-2021/28750608/,,Spinny
2023 Volkswagen Virtus,volkswagen,virtus,2023,36500.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,13.17 Lakh,13.17,https://www.spinny.com/buy-used-cars/hyderabad/volkswagen/virtus/topline-10-tsi-at-kukatpally-2023/27255002/,,Spinny
2017 Hyundai Creta,hyundai,creta,2017,80000.0,Diesel,manual,"DSL Virtue Mall, Uppal",hyderabad,8.71 Lakh,8.71,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/creta/sx-16-crdi-o-2017/28810986/,,Spinny
2022 Tata Altroz,tata,altroz,2022,55000.0,Diesel,manual,"D-Mart, Madhapur",hyderabad,7.45 Lakh,7.45,https://www.spinny.com/buy-used-cars/hyderabad/tata/altroz/xz-plus-diesel-kukatpally-2022/28376819/,,Spinny
2025 Maruti Alto K10,maruti,alto k10,2025,17000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,4.69 Lakh,4.69,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/alto-k10/vxi-plus-o-2025/28416083/,,Spinny
2021 Tata Nexon,tata,nexon,2021,99000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,7.19 Lakh,7.19,https://www.spinny.com/buy-used-cars/hyderabad/tata/nexon/xz-plus-s-uppal-2021/28424072/,,Spinny
2022 Tata Nexon,tata,nexon,2022,41500.0,Petrol,manual,"Phoenix Trivium, Hafeezpet",hyderabad,7.97 Lakh,7.97,https://www.spinny.com/buy-used-cars/hyderabad/tata/nexon/xz-plus-hafeezpet-2022/28545235/,,Spinny
2014 Maruti Alto 800,maruti,alto 800,2014,130000.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,1.78 Lakh,1.78,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/alto-800/lxi-kukatpally-2014/27962880/,,Spinny
2022 Volkswagen Taigun,volkswagen,taigun,2022,120000.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,9.32 Lakh,9.32,https://www.spinny.com/buy-used-cars/hyderabad/volkswagen/taigun/topline-10-tsi-mt-kukatpally-2022/27442913/,,Spinny
2020 Mercedes GLA,mercedes,gla,2020,33500.0,Diesel,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,21.62 Lakh,21.62,https://www.spinny.com/buy-used-cars/hyderabad/mercedes-benz/gla/220-d-4matic-kukatpally-2020/28143636/,,Spinny
2021 Jeep Compass,jeep,compass,2021,49000.0,Diesel,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,15.42 Lakh,15.42,https://www.spinny.com/buy-used-cars/hyderabad/jeep/compass/model-s-o-20-diesel-kukatpally-2021/28610265/,,Spinny
2023 Maruti Fronx,maruti,fronx,2023,27000.0,Petrol,manual,"Phoenix Trivium, Hafeezpet",hyderabad,8.83 Lakh,8.83,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/fronx/zeta-10l-turbo-mt-hafeezpet-2023/28294548/,,Spinny
2023 Mahindra Thar,mahindra,thar,2023,47500.0,Diesel,automatic,"Phoenix Trivium, Hafeezpet",hyderabad,14.53 Lakh,14.53,https://www.spinny.com/buy-used-cars/hyderabad/mahindra/thar/lx-hard-top-diesel-at-4wd-hafeezpet-2023/28935243/,,Spinny
2021 Kia Seltos,kia,seltos,2021,28500.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,12.11 Lakh,12.11,https://www.spinny.com/buy-used-cars/hyderabad/kia/seltos/gtx-plus-14-dual-tone-2021/28609428/,,Spinny
2022 Tata Harrier,tata,harrier,2022,66000.0,Diesel,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,15.23 Lakh,15.23,https://www.spinny.com/buy-used-cars/hyderabad/tata/harrier/xz-plus-dark-edition-kukatpally-2022/28230856/,,Spinny
2019 Mahindra XUV500,mahindra,xuv500,2019,75000.0,Diesel,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,9.88 Lakh,9.88,https://www.spinny.com/buy-used-cars/hyderabad/mahindra/xuv500/w7-20182020-kukatpally-2019/27705131/,,Spinny
2019 Hyundai Creta,hyundai,creta,2019,63500.0,Petrol,automatic,"Phoenix Trivium, Hafeezpet",hyderabad,9.56 Lakh,9.56,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/creta/sx-16-at-petrol-hafeezpet-2019/28876101/,,Spinny
2022 Maruti Vitara Brezza,maruti,vitara brezza,2022,17000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,9.43 Lakh,9.43,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/vitara-brezza/zxi-plus-dual-tone-uppal-2022/28779097/,,Spinny
2015 Maruti Celerio,maruti,celerio,2015,63000.0,Petrol,automatic,"Phoenix Trivium, Hafeezpet",hyderabad,3.33 Lakh,3.33,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/celerio/zxi-amt-hafeezpet-2015/23374452/,,Spinny
2019 Hyundai Creta,hyundai,creta,2019,69000.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,9.02 Lakh,9.02,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/creta/sx-16-at-petrol-kukatpally-2019/28247253/,,Spinny
2024 Maruti XL6,maruti,xl6,2024,15000.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,13.68 Lakh,13.68,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/xl6/alpha-at-petrol-kukatpally-2024/28950495/,,Spinny
2012 Maruti Swift,maruti,swift,2012,72000.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,3.00 Lakh,3.0,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/swift/vxi-kukatpally-2012/28796478/,,Spinny
2018 Renault Kwid,renault,kwid,2018,34500.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,3.48 Lakh,3.48,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/climber-10-amt-uppal-2018/28859583/,,Spinny
2023 Honda Amaze,honda,amaze,2023,46000.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,7.48 Lakh,7.48,https://www.spinny.com/buy-used-cars/hyderabad/honda/amaze/vx-12-petrol-cvt-uppal-2023/27759820/,,Spinny
2022 Hyundai Alcazar,hyundai,alcazar,2022,106000.0,Diesel,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,14.02 Lakh,14.02,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/alcazar/signature-6-str-15-diesel-kukatpally-2022/27705332/,,Spinny
2023 Kia Seltos,kia,seltos,2023,61000.0,Diesel,manual,"Phoenix Trivium, Hafeezpet",hyderabad,13.15 Lakh,13.15,https://www.spinny.com/buy-used-cars/hyderabad/kia/seltos/htx-15-diesel-2023/28801632/,,Spinny
2023 Volkswagen Virtus,volkswagen,virtus,2023,39000.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,10.01 Lakh,10.01,https://www.spinny.com/buy-used-cars/hyderabad/volkswagen/virtus/highline-10-tsi-mt-kukatpally-2023/28748381/,,Spinny
2019 Kia Seltos,kia,seltos,2019,106000.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,9.71 Lakh,9.71,https://www.spinny.com/buy-used-cars/hyderabad/kia/seltos/gtx-plus-at-14-kukatpally-2019/23844222/,,Spinny
2013 Maruti Alto 800,maruti,alto 800,2013,97000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,1.82 Lakh,1.82,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/alto-800/lxi-uppal-2013/28327118/,,Spinny
2023 Skoda Slavia,skoda,slavia,2023,123000.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,9.75 Lakh,9.75,https://www.spinny.com/buy-used-cars/hyderabad/skoda/slavia/style-10l-tsi-mt-kukatpally-2023/26683726/,,Spinny
2018 Audi Q3,audi,q3,2018,58000.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,17.20 Lakh,17.2,https://www.spinny.com/buy-used-cars/hyderabad/audi/q3/30-tfsi-premium-kukatpally-2018/28079735/,,Spinny
2015 Ford EcoSport,ford,ecosport,2015,71500.0,Diesel,manual,"D-Mart, Madhapur",hyderabad,5.53 Lakh,5.53,https://www.spinny.com/buy-used-cars/hyderabad/ford/ecosport/titanium-15-tdci-opt-kukatpally-2015/28502665/,,Spinny
2023 Tata Altroz,tata,altroz,2023,43000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,6.22 Lakh,6.22,https://www.spinny.com/buy-used-cars/hyderabad/tata/altroz/xz-plus-petrol-uppal-2023/28761109/,,Spinny
2016 Maruti Alto 800,maruti,alto 800,2016,91000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,2.03 Lakh,2.03,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/alto-800/lxi-uppal-2016/28778268/,,Spinny
2023 Maruti Swift,maruti,swift,2023,24000.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,6.60 Lakh,6.6,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/swift/vxi-amt-uppal-2023/29083977/,,Spinny
2020 Maruti Ciaz,maruti,ciaz,2020,46000.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,7.60 Lakh,7.6,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/ciaz/alpha-15-at-2020/29048293/,,Spinny
2012 Ford Figo,ford,figo,2012,119500.0,Diesel,manual,"D-Mart, Madhapur",hyderabad,2.17 Lakh,2.17,https://www.spinny.com/buy-used-cars/hyderabad/ford/figo/duratorq-diesel-zxi-14-kukatpally-2012/28203618/,,Spinny
2018 Nissan Micra Active,nissan,micra active,2018,68000.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,3.14 Lakh,3.14,https://www.spinny.com/buy-used-cars/hyderabad/nissan/micra-active/xv-safety-pack-2018/28558405/,,Spinny
2016 Maruti Celerio,maruti,celerio,2016,91500.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,3.04 Lakh,3.04,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/celerio/vxi-abs-2016/28860028/,,Spinny
2022 Skoda Slavia,skoda,slavia,2022,51000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,10.82 Lakh,10.82,https://www.spinny.com/buy-used-cars/hyderabad/skoda/slavia/style-10l-tsi-mt-uppal-2022/28093504/,,Spinny
2021 Tata Nexon,tata,nexon,2021,63000.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,8.27 Lakh,8.27,https://www.spinny.com/buy-used-cars/hyderabad/tata/nexon/xza-plus-s-uppal-2021/27937296/,,Spinny
2022 Renault Kiger,renault,kiger,2022,26000.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,5.16 Lakh,5.16,https://www.spinny.com/buy-used-cars/hyderabad/renault/kiger/rxt-amt-kukatpally-2022/28677702/,,Spinny
2022 Mahindra XUV 300,mahindra,xuv 300,2022,47000.0,Diesel,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,9.76 Lakh,9.76,https://www.spinny.com/buy-used-cars/hyderabad/mahindra/xuv-300/w8-o-15-diesel-uppal-2022/27693141/,,Spinny
2023 Maruti Fronx,maruti,fronx,2023,88500.0,Petrol,automatic,"Phoenix Trivium, Hafeezpet",hyderabad,9.06 Lakh,9.06,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/fronx/alpha-10l-turbo-6-at-hafeezpet-2023/27624576/,,Spinny
2021 Renault Kwid,renault,kwid,2021,26000.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,4.14 Lakh,4.14,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/climber-10-amt-opt-kukatpally-2021/28822617/,,Spinny
2022 Tata Altroz,tata,altroz,2022,123000.0,Diesel,manual,"D-Mart, Madhapur",hyderabad,6.85 Lakh,6.85,https://www.spinny.com/buy-used-cars/hyderabad/tata/altroz/xz-diesel-kukatpally-2022/28600612/,,Spinny
2016 Hyundai Xcent,hyundai,xcent,2016,132500.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,3.50 Lakh,3.5,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/xcent/anniversary-edition-2016/28369629/,,Spinny
2014 Honda Brio,honda,brio,2014,99500.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,2.76 Lakh,2.76,https://www.spinny.com/buy-used-cars/hyderabad/honda/brio/vx-mt-kukatpally-2014/28995039/,,Spinny
2020 Kia Seltos,kia,seltos,2020,92500.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,10.33 Lakh,10.33,https://www.spinny.com/buy-used-cars/hyderabad/kia/seltos/gtx-plus-at-14-kukatpally-2020/25945070/,,Spinny
2022 Renault Kiger,renault,kiger,2022,44500.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,7.37 Lakh,7.37,https://www.spinny.com/buy-used-cars/hyderabad/renault/kiger/rxz-turbo-cvt-dual-tone-uppal-2022/23885159/,,Spinny
2024 Toyota Innova Hycross,toyota,innova hycross,2024,15500.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,19.66 Lakh,19.66,https://www.spinny.com/buy-used-cars/hyderabad/toyota/innova-hycross/gx-8-str-kukatpally-2024/28886431/,,Spinny
2015 Honda Amaze,honda,amaze,2015,94000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,3.69 Lakh,3.69,https://www.spinny.com/buy-used-cars/hyderabad/honda/amaze/12-sx-ivtec-uppal-2015/28388761/,,Spinny
2015 Maruti Ertiga,maruti,ertiga,2015,99000.0,Diesel,manual,"D-Mart, Madhapur",hyderabad,5.85 Lakh,5.85,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/ertiga/zdi-kukatpally-2015/26746850/,,Spinny
2016 Tata Tiago,tata,tiago,2016,126000.0,Diesel,manual,"Phoenix Trivium, Hafeezpet",hyderabad,3.50 Lakh,3.5,https://www.spinny.com/buy-used-cars/hyderabad/tata/tiago/revotorq-xz-2016/28811452/,,Spinny
2019 Hyundai Venue,hyundai,venue,2019,23000.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,7.61 Lakh,7.61,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/venue/sx-plus-10-turbo-dct-uppal-2019/28587532/,,Spinny
2020 Renault Kwid,renault,kwid,2020,34000.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,3.89 Lakh,3.89,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/climber-10-amt-opt-2020/29076804/,,Spinny
2023 Maruti XL6,maruti,xl6,2023,48000.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,10.18 Lakh,10.18,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/xl6/alpha-plus-mt-petrol-2023/28810544/,,Spinny
2016 Hyundai Xcent,hyundai,xcent,2016,69500.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,4.19 Lakh,4.19,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/xcent/sx-12-uppal-2016/28903243/,,Spinny
2019 Renault Kwid,renault,kwid,2019,72500.0,Petrol,automatic,"Phoenix Trivium, Hafeezpet",hyderabad,2.78 Lakh,2.78,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/10-rxt-amt-2019/28989160/,,Spinny
2017 Honda Jazz,honda,jazz,2017,116500.0,Petrol,automatic,"Phoenix Trivium, Hafeezpet",hyderabad,4.55 Lakh,4.55,https://www.spinny.com/buy-used-cars/hyderabad/honda/jazz/v-at-petrol-hafeezpet-2017/28386003/,,Spinny
2019 Ford Figo Aspire,ford,figo aspire,2019,48000.0,Cng,manual,"D-Mart, Madhapur",hyderabad,5.07 Lakh,5.07,https://www.spinny.com/buy-used-cars/hyderabad/ford/figo-aspire/titanium-12-tivct-petrolcng-outside-fitted-kukatpally-2019/24608059/,,Spinny
2018 Renault Kwid,renault,kwid,2018,16500.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,3.72 Lakh,3.72,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/climber-10-amt-kukatpally-2018/28028432/,,Spinny
2018 Maruti Ertiga,maruti,ertiga,2018,75000.0,Diesel,manual,"DSL Virtue Mall, Uppal",hyderabad,7.71 Lakh,7.71,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/ertiga/vdi-shvs-2018/28569945/,,Spinny
2022 Kia Sonet,kia,sonet,2022,46000.0,Diesel,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,9.39 Lakh,9.39,https://www.spinny.com/buy-used-cars/hyderabad/kia/sonet/anniversary-edition-15-at-kukatpally-2022/27793323/,,Spinny
2022 Volkswagen Taigun,volkswagen,taigun,2022,61500.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,9.15 Lakh,9.15,https://www.spinny.com/buy-used-cars/hyderabad/volkswagen/taigun/highline-10-tsi-mt-kukatpally-2022/27223203/,,Spinny
2016 Ford EcoSport,ford,ecosport,2016,140000.0,Diesel,manual,"D-Mart, Madhapur",hyderabad,5.03 Lakh,5.03,https://www.spinny.com/buy-used-cars/hyderabad/ford/ecosport/titanium-15l-tdci-kukatpally-2016/28871870/,,Spinny
2020 Kia Seltos,kia,seltos,2020,110500.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,9.78 Lakh,9.78,https://www.spinny.com/buy-used-cars/hyderabad/kia/seltos/gtx-plus-at-14-kukatpally-2020/27187736/,,Spinny
2019 Ford Figo Aspire,ford,figo aspire,2019,34500.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,5.46 Lakh,5.46,https://www.spinny.com/buy-used-cars/hyderabad/ford/figo-aspire/titanium-plus-12-tivct-uppal-2019/27292115/,,Spinny
2018 Renault Kwid,renault,kwid,2018,68500.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,3.30 Lakh,3.3,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/10-rxt-amt-opt-uppal-2018/28245216/,,Spinny
2022 Renault Kiger,renault,kiger,2022,93000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,5.22 Lakh,5.22,https://www.spinny.com/buy-used-cars/hyderabad/renault/kiger/rxz-mt-uppal-2022/28083053/,,Spinny
2023 Volkswagen Virtus,volkswagen,virtus,2023,19500.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,13.71 Lakh,13.71,https://www.spinny.com/buy-used-cars/hyderabad/volkswagen/virtus/topline-10-tsi-at-uppal-2023/27758474/,,Spinny
2020 Hyundai Grand i10,hyundai,grand i10,2020,59500.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,4.56 Lakh,4.56,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/grand-i10/sportz-12-kappa-vtvt-2020/28908146/,,Spinny
2022 Hyundai Venue,hyundai,venue,2022,81500.0,Diesel,manual,"Phoenix Trivium, Hafeezpet",hyderabad,8.91 Lakh,8.91,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/venue/sx-15-crdi-hafeezpet-2022/27594598/,,Spinny
2016 Maruti Swift,maruti,swift,2016,103000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,3.67 Lakh,3.67,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/swift/vxi-uppal-2016/28331244/,,Spinny
2015 Maruti Swift,maruti,swift,2015,92000.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,3.59 Lakh,3.59,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/swift/vxi-uppal-2015/27759635/,,Spinny
2016 Maruti Swift,maruti,swift,2016,146000.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,3.72 Lakh,3.72,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/swift/vxi-kukatpally-2016/27829790/,,Spinny
2017 Hyundai Elite i20,hyundai,elite i20,2017,43500.0,Petrol,manual,"Phoenix Trivium, Hafeezpet",hyderabad,5.76 Lakh,5.76,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/elite-i20/asta-12-2017/29079400/,,Spinny
2022 Hyundai Grand i10 Nios,hyundai,grand i10 nios,2022,36500.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,6.30 Lakh,6.3,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/grand-i10-nios/asta-amt-12-kappa-vtvt-kukatpally-2022/28539389/,,Spinny
2016 Maruti Celerio,maruti,celerio,2016,81500.0,Petrol,automatic,hyderabad,hyderabad,3.24 Lakh,3.24,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/celerio/zxi-amt-uppal-2016/27159671/,,Spinny
2023 Maruti XL6,maruti,xl6,2023,47500.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,11.19 Lakh,11.19,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/xl6/alpha-at-petrol-2023/27875610/,,Spinny
2022 Honda City,honda,city,2022,56500.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,10.83 Lakh,10.83,https://www.spinny.com/buy-used-cars/hyderabad/honda/city/zx-cvt-petrol-kukatpally-2022/28170368/,,Spinny
2021 Kia Seltos,kia,seltos,2021,83500.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,9.66 Lakh,9.66,https://www.spinny.com/buy-used-cars/hyderabad/kia/seltos/htx-15-cvt-uppal-2021/27725832/,,Spinny
2017 Hyundai Creta,hyundai,creta,2017,97500.0,Diesel,manual,"DSL Virtue Mall, Uppal",hyderabad,8.42 Lakh,8.42,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/creta/sx-16-crdi-o-uppal-2017/28623106/,,Spinny
2023 Volkswagen Taigun,volkswagen,taigun,2023,73500.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,9.83 Lakh,9.83,https://www.spinny.com/buy-used-cars/hyderabad/volkswagen/taigun/topline-10-tsi-mt-kukatpally-2023/26054615/,,Spinny
2017 Ford EcoSport,ford,ecosport,2017,119000.0,Diesel,manual,"DSL Virtue Mall, Uppal",hyderabad,5.89 Lakh,5.89,https://www.spinny.com/buy-used-cars/hyderabad/ford/ecosport/titanium-15l-tdci-uppal-2017/28422717/,,Spinny
2016 Maruti Ciaz,maruti,ciaz,2016,59000.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,5.22 Lakh,5.22,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/ciaz/zxi-kukatpally-2016/26355783/,,Spinny
2016 Honda Amaze,honda,amaze,2016,88500.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,4.02 Lakh,4.02,https://www.spinny.com/buy-used-cars/hyderabad/honda/amaze/12-vx-ivtec-kukatpally-2016/28002617/,,Spinny
2022 MG Hector,mg,hector,2022,64000.0,Petrol,automatic,"Nexus Sujana Mall, Kukatpally",hyderabad,13.56 Lakh,13.56,https://www.spinny.com/buy-used-cars/hyderabad/mg-motors/hector/sharp-15-petrol-cvt-kukatpally-2022/27468250/,,Spinny
2017 Renault Kwid,renault,kwid,2017,85500.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,2.67 Lakh,2.67,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/rxt-o-10-sce-edition-kukatpally-2017/28604304/,,Spinny
2021 Tata Tiago,tata,tiago,2021,46500.0,Petrol,automatic,"D-Mart, Madhapur",hyderabad,5.64 Lakh,5.64,https://www.spinny.com/buy-used-cars/hyderabad/tata/tiago/xza-plus-dual-tone-kukatpally-2021/28639988/,,Spinny
2016 Mahindra TUV300,mahindra,tuv300,2016,87500.0,Diesel,manual,"D-Mart, Madhapur",hyderabad,6.10 Lakh,6.1,https://www.spinny.com/buy-used-cars/hyderabad/mahindra/tuv300/t8-kukatpally-2016/28339637/,,Spinny
2016 Renault Kwid,renault,kwid,2016,56500.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,2.36 Lakh,2.36,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/rxl-uppal-2016/28687099/,,Spinny
2023 Honda Elevate,honda,elevate,2023,40000.0,Petrol,manual,"Phoenix Trivium, Hafeezpet",hyderabad,10.68 Lakh,10.68,https://www.spinny.com/buy-used-cars/hyderabad/honda/elevate/vx-mt-hafeezpet-2023/25392518/,,Spinny
2024 Hyundai Creta,hyundai,creta,2024,22000.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,12.57 Lakh,12.57,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/creta/15-mpi-petrol-mt-s-kukatpally-2024/28779995/,,Spinny
2022 Maruti Ciaz,maruti,ciaz,2022,30500.0,Petrol,manual,"Phoenix Trivium, Hafeezpet",hyderabad,7.23 Lakh,7.23,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/ciaz/delta-15-hafeezpet-2022/28279205/,,Spinny
2025 Renault Kwid,renault,kwid,2025,5000.0,Petrol,automatic,"DSL Virtue Mall, Uppal",hyderabad,5.14 Lakh,5.14,https://www.spinny.com/buy-used-cars/hyderabad/renault/kwid/rxt-10-amt-uppal-2025/27534508/,,Spinny
2021 Tata Altroz,tata,altroz,2021,47500.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,6.29 Lakh,6.29,https://www.spinny.com/buy-used-cars/hyderabad/tata/altroz/xz-plus-iturbo-petrol-uppal-2021/28003167/,,Spinny
2020 Kia Seltos,kia,seltos,2020,65500.0,Petrol,manual,"Nexus Sujana Mall, Kukatpally",hyderabad,9.63 Lakh,9.63,https://www.spinny.com/buy-used-cars/hyderabad/kia/seltos/htx-15-kukatpally-2020/28092136/,,Spinny
2017 Hyundai Elite i20,hyundai,elite i20,2017,21000.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,5.43 Lakh,5.43,https://www.spinny.com/buy-used-cars/hyderabad/hyundai/elite-i20/asta-12-2017/27883571/,,Spinny
2012 Honda City,honda,city,2012,73500.0,Petrol,manual,"DSL Virtue Mall, Uppal",hyderabad,3.43 Lakh,3.43,https://www.spinny.com/buy-used-cars/hyderabad/honda/city/15-v-mt-uppal-2012/28791288/,,Spinny
2022 Maruti Swift,maruti,swift,2022,23000.0,Petrol,manual,"D-Mart, Madhapur",hyderabad,6.45 Lakh,6.45,https://www.spinny.com/buy-used-cars/hyderabad/maruti-suzuki/swift/zxi-kukatpally-2022/28432369/,,Spinny
2021 Tata Altroz,tata,altroz,2021,41000.0,Diesel,manual,"Phoenix Trivium, Hafeezpet",hyderabad,7.13 Lakh,7.13,https://www.spinny.com/buy-used-cars/hyderabad/tata/altroz/xz-diesel-hafeezpet-2021/28759486/,,Spinny
