carname,make,model,year,kilometersdriven,fueltype,transmission,location,city,price,price_lakhs,listingurl,imageurl,source
2017 Honda Amaze,honda,amaze,2017,129943.0,Petrol,manual,bangalore,bangalore,2.90 Lakh,2.9,https://www.cars24.com/buy-used-honda-amaze-2017-cars-bangalore-11279069724/,,Cars24
2012 Maruti Ertiga,maruti,ertiga,2012,93510.0,Diesel,manual,bangalore,bangalore,4.17 Lakh,4.17,https://www.cars24.com/buy-used-maruti-ertiga-2012-cars-bangalore-10264363746/,,Cars24
2017 Volkswagen Polo,volkswagen,polo,2017,40889.0,Petrol,manual,bangalore,bangalore,5.18 Lakh,5.18,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-bangalore-10203567730/,,Cars24
2021 Hyundai VENUE,hyundai,venue,2021,40062.0,Petrol,auto,bangalore,bangalore,8.10 Lakh,8.1,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-bangalore-10279505783/,,Cars24
2019 Hyundai Verna,hyundai,verna,2019,103405.0,Petrol,manual,bangalore,bangalore,6.60 Lakh,6.6,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-bangalore-10292963702/,,Cars24
2019 BMW X1,bmw,x1,2019,87219.0,Diesel,auto,bangalore,bangalore,17.24 Lakh,17.24,https://www.cars24.com/buy-used-bmw-x1-2019-cars-bangalore-16522564750/,,Cars24
2013 Maruti Zen Estilo,maruti,zen estilo,2013,63257.0,Petrol,manual,bangalore,bangalore,1.60 Lakh,1.6,https://www.cars24.com/buy-used-maruti-zen-estilo-2013-cars-bangalore-10219461701/,,Cars24
2021 Maruti Swift,maruti,swift,2021,53495.0,Petrol,manual,bangalore,bangalore,4.88 Lakh,4.88,https://www.cars24.com/buy-used-maruti-swift-2021-cars-bangalore-24966109769/,,Cars24
2015 Tata Zest,tata,zest,2015,135896.0,Petrol,manual,bangalore,bangalore,2.51 Lakh,2.51,https://www.cars24.com/buy-used-tata-zest-2015-cars-bangalore-10258568736/,,Cars24
2016 Honda BR-V,honda,br-v,2016,73042.0,Petrol,manual,bangalore,bangalore,4.55 Lakh,4.55,https://www.cars24.com/buy-used-honda-br-v-2016-cars-bangalore-10279969742/,,Cars24
2015 Maruti Celerio,maruti,celerio,2015,54548.0,Petrol,auto,bangalore,bangalore,3.12 Lakh,3.12,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-bangalore-10234263747/,,Cars24
2016 Mahindra XUV500,mahindra,xuv500,2016,126731.0,Diesel,manual,bangalore,bangalore,6.15 Lakh,6.15,https://www.cars24.com/buy-used-mahindra-xuv500-2016-cars-bangalore-10207466770/,,Cars24
2022 Tata Tiago,tata,tiago,2022,146391.0,Cng,manual,bangalore,bangalore,4.23 Lakh,4.23,https://www.cars24.com/buy-used-tata-tiago-2022-cars-bangalore-11130060725/,,Cars24
2022 MG HECTOR PLUS,mg,hector plus,2022,56089.0,Petrol,auto,bangalore,bangalore,12.64 Lakh,12.64,https://www.cars24.com/buy-used-mg-hector-plus-2022-cars-bangalore-10212369751/,,Cars24
2021 KIA SONET,kia,sonet,2021,67346.0,Diesel,auto,bangalore,bangalore,7.65 Lakh,7.65,https://www.cars24.com/buy-used-kia-sonet-2021-cars-bangalore-10272408705/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,85268.0,Petrol,manual,bangalore,bangalore,2.15 Lakh,2.15,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-bangalore-10210865737/,,Cars24
2020 KIA SELTOS,kia,seltos,2020,41164.0,Diesel,manual,bangalore,bangalore,10.87 Lakh,10.87,https://www.cars24.com/buy-used-kia-seltos-2020-cars-bangalore-10294166756/,,Cars24
2016 Tata Tiago,tata,tiago,2016,69684.0,Diesel,manual,bangalore,bangalore,3.72 Lakh,3.72,https://www.cars24.com/buy-used-tata-tiago-2016-cars-bangalore-10245461755/,,Cars24
2020 Maruti Dzire,maruti,dzire,2020,67414.0,Petrol,auto,bangalore,bangalore,5.31 Lakh,5.31,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-bangalore-10281966723/,,Cars24
2015 Hyundai Santa Fe,hyundai,santa fe,2015,67583.0,Diesel,auto,bangalore,bangalore,7.88 Lakh,7.88,https://www.cars24.com/buy-used-hyundai-santa-fe-2015-cars-bangalore-10255767742/,,Cars24
2024 Maruti Grand Vitara,maruti,grand vitara,2024,21400.0,Petrol,manual,bangalore,bangalore,12.44 Lakh,12.44,https://www.cars24.com/buy-used-maruti-grand-vitara-2024-cars-bangalore-10240369727/,,Cars24
2016 Hyundai Eon,hyundai,eon,2016,46131.0,Petrol,manual,bangalore,bangalore,2.34 Lakh,2.34,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-bangalore-10210068741/,,Cars24
2016 Hyundai Grand i10,hyundai,grand i10,2016,72466.0,Petrol,manual,bangalore,bangalore,3.19 Lakh,3.19,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-bangalore-10256063785/,,Cars24
2018 Maruti Ertiga,maruti,ertiga,2018,48250.0,Petrol,manual,bangalore,bangalore,7.58 Lakh,7.58,https://www.cars24.com/buy-used-maruti-ertiga-2018-cars-bangalore-10248362744/,,Cars24
2022 Hyundai Creta,hyundai,creta,2022,61470.0,Diesel,auto,bangalore,bangalore,13.37 Lakh,13.37,https://www.cars24.com/buy-used-hyundai-creta-2022-cars-bangalore-10204163749/,,Cars24
2013 Toyota Etios Liva,toyota,etios liva,2013,61478.0,Petrol,manual,bangalore,bangalore,3.06 Lakh,3.06,https://www.cars24.com/buy-used-toyota-etios-liva-2013-cars-bangalore-10296368732/,,Cars24
2015 Hyundai Elite i20,hyundai,elite i20,2015,91831.0,Diesel,manual,bangalore,bangalore,5.10 Lakh,5.1,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-bangalore-10282265701/,,Cars24
2018 Maruti IGNIS,maruti,ignis,2018,34148.0,Petrol,manual,bangalore,bangalore,3.65 Lakh,3.65,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-bangalore-10865163731/,,Cars24
2017 Mahindra TUV300,mahindra,tuv300,2017,73350.0,Diesel,manual,bangalore,bangalore,5.44 Lakh,5.44,https://www.cars24.com/buy-used-mahindra-tuv300-2017-cars-bangalore-10270606765/,,Cars24
2016 Hyundai Creta,hyundai,creta,2016,86140.0,Diesel,manual,bangalore,bangalore,6.35 Lakh,6.35,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-bangalore-10240207778/,,Cars24
2020 KIA SONET,kia,sonet,2020,66365.0,Petrol,manual,bangalore,bangalore,6.94 Lakh,6.94,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10276860754/,,Cars24
2019 Maruti Vitara Brezza,maruti,vitara brezza,2019,82303.0,Diesel,auto,bangalore,bangalore,7.10 Lakh,7.1,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-bangalore-10290864780/,,Cars24
2023 Renault Kiger,renault,kiger,2023,26825.0,Petrol,manual,bangalore,bangalore,6.28 Lakh,6.28,https://www.cars24.com/buy-used-renault-kiger-2023-cars-bangalore-10243062754/,,Cars24
2015 Hyundai Xcent,hyundai,xcent,2015,81037.0,Petrol,manual,bangalore,bangalore,3.05 Lakh,3.05,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-bangalore-26519060740/,,Cars24
2021 Tata TIGOR,tata,tigor,2021,38776.0,Petrol,auto,bangalore,bangalore,5.28 Lakh,5.28,https://www.cars24.com/buy-used-tata-tigor-2021-cars-bangalore-10292264727/,,Cars24
2021 Maruti XL6,maruti,xl6,2021,38916.0,Petrol,manual,bangalore,bangalore,9.44 Lakh,9.44,https://www.cars24.com/buy-used-maruti-xl6-2021-cars-bangalore-10218664702/,,Cars24
2014 Honda Amaze,honda,amaze,2014,82058.0,Petrol,manual,bangalore,bangalore,3.38 Lakh,3.38,https://www.cars24.com/buy-used-honda-amaze-2014-cars-bangalore-10265569749/,,Cars24
2023 Hyundai GRAND I10 NIOS,hyundai,grand i10 nios,2023,149383.0,Petrol,manual,bangalore,bangalore,4.63 Lakh,4.63,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2023-cars-bangalore-10212066751/,,Cars24
2018 Ford Ecosport,ford,ecosport,2018,54496.0,Petrol,manual,bangalore,bangalore,5.71 Lakh,5.71,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-bangalore-10214464740/,,Cars24
2020 Maruti S PRESSO,maruti,s presso,2020,25092.0,Petrol,auto,bangalore,bangalore,3.50 Lakh,3.5,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-bangalore-10269769701/,,Cars24
2017 Maruti Baleno,maruti,baleno,2017,57251.0,Petrol,auto,bangalore,bangalore,4.60 Lakh,4.6,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-bangalore-22464960736/,,Cars24
2021 KIA SELTOS,kia,seltos,2021,106646.0,Petrol,manual,bangalore,bangalore,8.81 Lakh,8.81,https://www.cars24.com/buy-used-kia-seltos-2021-cars-bangalore-10276661736/,,Cars24
2019 Maruti Ertiga,maruti,ertiga,2019,51227.0,Petrol,manual,bangalore,bangalore,8.30 Lakh,8.3,https://www.cars24.com/buy-used-maruti-ertiga-2019-cars-bangalore-10239760704/,,Cars24
2020 Maruti S PRESSO,maruti,s presso,2020,42891.0,Petrol,auto,bangalore,bangalore,3.53 Lakh,3.53,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-bangalore-10235064701/,,Cars24
2023 Toyota Glanza,toyota,glanza,2023,34013.0,Petrol,auto,bangalore,bangalore,7.73 Lakh,7.73,https://www.cars24.com/buy-used-toyota-glanza-2023-cars-bangalore-10208966702/,,Cars24
2015 Hyundai Verna,hyundai,verna,2015,74547.0,Petrol,auto,bangalore,bangalore,4.33 Lakh,4.33,https://www.cars24.com/buy-used-hyundai-verna-2015-cars-bangalore-10261802748/,,Cars24
2018 Maruti Alto K10,maruti,alto k10,2018,49293.0,Petrol,auto,bangalore,bangalore,3.10 Lakh,3.1,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-bangalore-10246662705/,,Cars24
2016 Hyundai Elite i20,hyundai,elite i20,2016,93895.0,Petrol,manual,bangalore,bangalore,4.60 Lakh,4.6,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-bangalore-10239963746/,,Cars24
2020 Mahindra XUV300,mahindra,xuv300,2020,96681.0,Petrol,manual,bangalore,bangalore,6.23 Lakh,6.23,https://www.cars24.com/buy-used-mahindra-xuv300-2020-cars-bangalore-10273464721/,,Cars24
2024 Hyundai EXTER,hyundai,exter,2024,4295.0,Petrol,auto,bangalore,bangalore,8.59 Lakh,8.59,https://www.cars24.com/buy-used-hyundai-exter-2024-cars-bangalore-10219868767/,,Cars24
2014 Maruti Celerio,maruti,celerio,2014,80039.0,Petrol,auto,bangalore,bangalore,2.59 Lakh,2.59,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-bangalore-10289861721/,,Cars24
2019 Hyundai NEW SANTRO,hyundai,new santro,2019,80445.0,Petrol,auto,bangalore,bangalore,3.16 Lakh,3.16,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-bangalore-10256062784/,,Cars24
2013 Ford Ecosport,ford,ecosport,2013,74111.0,Diesel,manual,bangalore,bangalore,3.13 Lakh,3.13,https://www.cars24.com/buy-used-ford-ecosport-2013-cars-bangalore-10229263794/,,Cars24
2016 Maruti Alto 800,maruti,alto 800,2016,76954.0,Petrol,manual,bangalore,bangalore,2.38 Lakh,2.38,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-bangalore-10260568752/,,Cars24
2019 Maruti Swift,maruti,swift,2019,81018.0,Diesel,manual,bangalore,bangalore,6.05 Lakh,6.05,https://www.cars24.com/buy-used-maruti-swift-2019-cars-bangalore-10233569731/,,Cars24
2018 Renault Kwid,renault,kwid,2018,32655.0,Petrol,auto,bangalore,bangalore,2.79 Lakh,2.79,https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-10286163747/,,Cars24
2016 Honda BR-V,honda,br-v,2016,61607.0,Petrol,auto,bangalore,bangalore,5.79 Lakh,5.79,https://www.cars24.com/buy-used-honda-br-v-2016-cars-bangalore-10295360729/,,Cars24
2021 Mahindra Thar,mahindra,thar,2021,65089.0,Diesel,manual,bangalore,bangalore,11.59 Lakh,11.59,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-bangalore-10238762721/,,Cars24
2017 Maruti Baleno,maruti,baleno,2017,74553.0,Petrol,manual,bangalore,bangalore,5.30 Lakh,5.3,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-bangalore-10239862708/,,Cars24
2017 Honda Amaze,honda,amaze,2017,91927.0,Petrol,manual,bangalore,bangalore,2.97 Lakh,2.97,https://www.cars24.com/buy-used-honda-amaze-2017-cars-bangalore-13449366716/,,Cars24
2017 Maruti Dzire,maruti,dzire,2017,35349.0,Petrol,auto,bangalore,bangalore,4.43 Lakh,4.43,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-bangalore-10268567719/,,Cars24
2016 Ford Ecosport,ford,ecosport,2016,66575.0,Petrol,manual,bangalore,bangalore,4.54 Lakh,4.54,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-bangalore-10217162736/,,Cars24
2024 Maruti FRONX,maruti,fronx,2024,11015.0,Petrol,manual,bangalore,bangalore,8.30 Lakh,8.3,https://www.cars24.com/buy-used-maruti-fronx-2024-cars-bangalore-10241367704/,,Cars24
2019 Hyundai Tucson,hyundai,tucson,2019,76515.0,Petrol,auto,bangalore,bangalore,11.11 Lakh,11.11,https://www.cars24.com/buy-used-hyundai-tucson-2019-cars-bangalore-10294400764/,,Cars24
2013 Hyundai i20,hyundai,i20,2013,54192.0,Petrol,manual,bangalore,bangalore,3.21 Lakh,3.21,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10277764736/,,Cars24
2019 Skoda Octavia,skoda,octavia,2019,56714.0,Petrol,auto,bangalore,bangalore,14.90 Lakh,14.9,https://www.cars24.com/buy-used-skoda-octavia-2019-cars-bangalore-10299561722/,,Cars24
2021 Hyundai VENUE,hyundai,venue,2021,28539.0,Petrol,auto,bangalore,bangalore,7.23 Lakh,7.23,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-bangalore-10805565710/,,Cars24
2018 Maruti Ertiga,maruti,ertiga,2018,95332.0,Petrol,manual,bangalore,bangalore,6.25 Lakh,6.25,https://www.cars24.com/buy-used-maruti-ertiga-2018-cars-bangalore-10228167711/,,Cars24
2018 Honda BR-V,honda,br-v,2018,88497.0,Cng,auto,bangalore,bangalore,6.72 Lakh,6.72,https://www.cars24.com/buy-used-honda-br-v-2018-cars-bangalore-10223164743/,,Cars24
2018 Maruti IGNIS,maruti,ignis,2018,72928.0,Petrol,auto,bangalore,bangalore,4.04 Lakh,4.04,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-bangalore-10250663783/,,Cars24
2018 Maruti Celerio X,maruti,celerio x,2018,96132.0,Petrol,auto,bangalore,bangalore,3.11 Lakh,3.11,https://www.cars24.com/buy-used-maruti-celerio-x-2018-cars-bangalore-23546465751/,,Cars24
2022 Mahindra XUV700,mahindra,xuv700,2022,69388.0,Diesel,manual,bangalore,bangalore,15.28 Lakh,15.28,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-bangalore-10290766789/,,Cars24
2014 Hyundai Verna,hyundai,verna,2014,73918.0,Diesel,manual,bangalore,bangalore,4.60 Lakh,4.6,https://www.cars24.com/buy-used-hyundai-verna-2014-cars-bangalore-10274565784/,,Cars24
2015 Hyundai Xcent,hyundai,xcent,2015,83775.0,Petrol,auto,bangalore,bangalore,3.21 Lakh,3.21,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-bangalore-10218963736/,,Cars24
2014 Hyundai Elite i20,hyundai,elite i20,2014,82930.0,Diesel,manual,bangalore,bangalore,3.33 Lakh,3.33,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-bangalore-10269864707/,,Cars24
2018 Mahindra XUV500,mahindra,xuv500,2018,93883.0,Diesel,manual,bangalore,bangalore,10.37 Lakh,10.37,https://www.cars24.com/buy-used-mahindra-xuv500-2018-cars-bangalore-10282264720/,,Cars24
2018 Skoda Superb,skoda,superb,2018,79305.0,Petrol,auto,bangalore,bangalore,11.49 Lakh,11.49,https://www.cars24.com/buy-used-skoda-superb-2018-cars-bangalore-10227068722/,,Cars24
2018 Honda Jazz,honda,jazz,2018,3945.0,Petrol,auto,bangalore,bangalore,5.06 Lakh,5.06,https://www.cars24.com/buy-used-honda-jazz-2018-cars-bangalore-10230563750/,,Cars24
2020 Hyundai Verna,hyundai,verna,2020,91811.0,Petrol,auto,bangalore,bangalore,7.60 Lakh,7.6,https://www.cars24.com/buy-used-hyundai-verna-2020-cars-bangalore-10218203703/,,Cars24
2019 Ford Ecosport,ford,ecosport,2019,37490.0,Petrol,auto,bangalore,bangalore,7.12 Lakh,7.12,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-bangalore-10254064742/,,Cars24
2017 Hyundai Creta,hyundai,creta,2017,94137.0,Petrol,auto,bangalore,bangalore,7.60 Lakh,7.6,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10273567748/,,Cars24
2021 Hyundai NEW I20 N LINE,hyundai,new i20 n line,2021,85598.0,Petrol,auto,bangalore,bangalore,7.99 Lakh,7.99,https://www.cars24.com/buy-used-hyundai-new-i20-n-line-2021-cars-bangalore-10268262705/,,Cars24
2018 Maruti Celerio,maruti,celerio,2018,26317.0,Petrol,auto,bangalore,bangalore,3.48 Lakh,3.48,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-bangalore-17876664719/,,Cars24
2015 Maruti Celerio,maruti,celerio,2015,50793.0,Petrol,auto,bangalore,bangalore,2.98 Lakh,2.98,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-bangalore-10246867742/,,Cars24
2021 Mahindra BOLERO NEO,mahindra,bolero neo,2021,15049.0,Diesel,manual,bangalore,bangalore,8.21 Lakh,8.21,https://www.cars24.com/buy-used-mahindra-bolero-neo-2021-cars-bangalore-10289564757/,,Cars24
2020 Hyundai Verna,hyundai,verna,2020,37297.0,Petrol,auto,bangalore,bangalore,9.41 Lakh,9.41,https://www.cars24.com/buy-used-hyundai-verna-2020-cars-bangalore-10295662747/,,Cars24
2016 Maruti Swift,maruti,swift,2016,89132.0,Diesel,manual,bangalore,bangalore,4.50 Lakh,4.5,https://www.cars24.com/buy-used-maruti-swift-2016-cars-bangalore-10254265746/,,Cars24
2018 Maruti Dzire,maruti,dzire,2018,38169.0,Petrol,auto,bangalore,bangalore,4.82 Lakh,4.82,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-bangalore-10228269735/,,Cars24
2021 Hyundai Tucson,hyundai,tucson,2021,46674.0,Petrol,auto,bangalore,bangalore,13.51 Lakh,13.51,https://www.cars24.com/buy-used-hyundai-tucson-2021-cars-bangalore-10284167732/,,Cars24
2018 Maruti Baleno,maruti,baleno,2018,34658.0,Petrol,manual,bangalore,bangalore,5.21 Lakh,5.21,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-bangalore-10246965740/,,Cars24
2013 Maruti Ertiga,maruti,ertiga,2013,70324.0,Petrol,manual,bangalore,bangalore,4.78 Lakh,4.78,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-bangalore-10227660726/,,Cars24
2018 Renault Kwid,renault,kwid,2018,30352.0,Petrol,auto,bangalore,bangalore,3.00 Lakh,3.0,https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-10241565744/,,Cars24
2014 Honda City,honda,city,2014,24133.0,Petrol,manual,delhi-ncr,delhi-ncr,3.49 Lakh,3.49,https://www.cars24.com/buy-used-honda-city-2014-cars-new-delhi-10063861702/,,Cars24
2019 Maruti Swift,maruti,swift,2019,79933.0,Petrol,manual,delhi-ncr,delhi-ncr,3.98 Lakh,3.98,https://www.cars24.com/buy-used-maruti-swift-2019-cars-noida-10583260700/,,Cars24
2015 Hyundai Elite i20,hyundai,elite i20,2015,27549.0,Petrol,manual,delhi-ncr,delhi-ncr,3.37 Lakh,3.37,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-noida-10049963763/,,Cars24
2023 Mahindra XUV700,mahindra,xuv700,2023,60165.0,Petrol,auto,delhi-ncr,delhi-ncr,15.85 Lakh,15.85,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-gurgaon-11576261700/,,Cars24
2023 KIA SONET,kia,sonet,2023,7223.0,Petrol,manual,delhi-ncr,delhi-ncr,7.81 Lakh,7.81,https://www.cars24.com/buy-used-kia-sonet-2023-cars-new-delhi-10083565767/,,Cars24
2018 Maruti Ciaz,maruti,ciaz,2018,44267.0,Petrol,auto,delhi-ncr,delhi-ncr,5.84 Lakh,5.84,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-noida-13871368739/,,Cars24
2025 Tata NEXON,tata,nexon,2025,48834.0,Cng,manual,delhi-ncr,delhi-ncr,12.16 Lakh,12.16,https://www.cars24.com/buy-used-tata-nexon-2025-cars-gurgaon-28856661704/,,Cars24
2024 KIA CARENS,kia,carens,2024,18948.0,Petrol,manual,delhi-ncr,delhi-ncr,10.44 Lakh,10.44,https://www.cars24.com/buy-used-kia-carens-2024-cars-new-delhi-10053864765/,,Cars24
2020 Tata ALTROZ,tata,altroz,2020,29773.0,Petrol,manual,delhi-ncr,delhi-ncr,4.89 Lakh,4.89,https://www.cars24.com/buy-used-tata-altroz-2020-cars-noida-10520862700/,,Cars24
2018 Datsun Go,datsun,go,2018,100243.0,Petrol,manual,delhi-ncr,delhi-ncr,1.52 Lakh,1.52,https://www.cars24.com/buy-used-datsun-go-2018-cars-noida-10010132792/,,Cars24
2018 Jeep Compass,jeep,compass,2018,39027.0,Petrol,manual,delhi-ncr,delhi-ncr,5.88 Lakh,5.88,https://www.cars24.com/buy-used-jeep-compass-2018-cars-new-delhi-10029162748/,,Cars24
2020 KIA SELTOS,kia,seltos,2020,16459.0,Petrol,manual,delhi-ncr,delhi-ncr,9.50 Lakh,9.5,https://www.cars24.com/buy-used-kia-seltos-2020-cars-new-delhi-10061961739/,,Cars24
2020 Honda Amaze,honda,amaze,2020,83769.0,Cng,manual,delhi-ncr,delhi-ncr,3.79 Lakh,3.79,https://www.cars24.com/buy-used-honda-amaze-2020-cars-gurgaon-10108560723/,,Cars24
2022 MG HECTOR,mg,hector,2022,53227.0,Petrol,auto,delhi-ncr,delhi-ncr,12.49 Lakh,12.49,https://www.cars24.com/buy-used-mg-hector-2022-cars-gurgaon-10192063708/,,Cars24
2023 Maruti BREZZA,maruti,brezza,2023,45821.0,Petrol,manual,delhi-ncr,delhi-ncr,7.24 Lakh,7.24,https://www.cars24.com/buy-used-maruti-brezza-2023-cars-ghaziabad-10080960743/,,Cars24
2022 Toyota Innova Crysta,toyota,innova crysta,2022,37777.0,Diesel,auto,delhi-ncr,delhi-ncr,23.50 Lakh,23.5,https://www.cars24.com/buy-used-toyota-innova-crysta-2022-cars-new-delhi-10024066729/,,Cars24
2022 Mahindra Thar,mahindra,thar,2022,41707.0,Diesel,manual,delhi-ncr,delhi-ncr,12.75 Lakh,12.75,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-new-delhi-10077661744/,,Cars24
2018 Tata Tiago,tata,tiago,2018,111136.0,Cng,manual,delhi-ncr,delhi-ncr,2.52 Lakh,2.52,https://www.cars24.com/buy-used-tata-tiago-2018-cars-faridabad-10175861744/,,Cars24
2017 Renault Kwid,renault,kwid,2017,86916.0,Petrol,manual,delhi-ncr,delhi-ncr,1.53 Lakh,1.53,https://www.cars24.com/buy-used-renault-kwid-2017-cars-noida-10074669750/,,Cars24
2020 Hyundai VENUE,hyundai,venue,2020,39068.0,Petrol,manual,delhi-ncr,delhi-ncr,4.91 Lakh,4.91,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-ghaziabad-10086564702/,,Cars24
2021 Nissan MAGNITE,nissan,magnite,2021,76472.0,Petrol,auto,delhi-ncr,delhi-ncr,4.45 Lakh,4.45,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-gurgaon-10117765757/,,Cars24
2017 Skoda Octavia,skoda,octavia,2017,50858.0,Petrol,auto,delhi-ncr,delhi-ncr,7.89 Lakh,7.89,https://www.cars24.com/buy-used-skoda-octavia-2017-cars-noida-10121767761/,,Cars24
2024 Maruti Swift,maruti,swift,2024,42012.0,Petrol,manual,delhi-ncr,delhi-ncr,5.22 Lakh,5.22,https://www.cars24.com/buy-used-maruti-swift-2024-cars-gurgaon-19454608755/,,Cars24
2023 Maruti Swift,maruti,swift,2023,36556.0,Petrol,manual,delhi-ncr,delhi-ncr,4.75 Lakh,4.75,https://www.cars24.com/buy-used-maruti-swift-2023-cars-gurgaon-11008765731/,,Cars24
2024 Hyundai Creta,hyundai,creta,2024,37805.0,Petrol,auto,delhi-ncr,delhi-ncr,16.75 Lakh,16.75,https://www.cars24.com/buy-used-hyundai-creta-2024-cars-new-delhi-10061163745/,,Cars24
2020 Hyundai VENUE,hyundai,venue,2020,46817.0,Petrol,manual,delhi-ncr,delhi-ncr,5.30 Lakh,5.3,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-gurgaon-10102164700/,,Cars24
2016 Toyota Innova Crysta,toyota,innova crysta,2016,63854.0,Petrol,manual,delhi-ncr,delhi-ncr,7.44 Lakh,7.44,https://www.cars24.com/buy-used-toyota-innova-crysta-2016-cars-new-delhi-11256963700/,,Cars24
2018 Renault Kwid,renault,kwid,2018,45837.0,Petrol,manual,delhi-ncr,delhi-ncr,1.79 Lakh,1.79,https://www.cars24.com/buy-used-renault-kwid-2018-cars-noida-10567563785/,,Cars24
2014 Maruti Swift Dzire,maruti,swift dzire,2014,73335.0,Petrol,manual,delhi-ncr,delhi-ncr,1.85 Lakh,1.85,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-noida-10771663775/,,Cars24
2022 Volkswagen VIRTUS,volkswagen,virtus,2022,47810.0,Petrol,manual,delhi-ncr,delhi-ncr,6.93 Lakh,6.93,https://www.cars24.com/buy-used-volkswagen-virtus-2022-cars-new-delhi-10077648783/,,Cars24
2023 Tata PUNCH,tata,punch,2023,48572.0,Petrol,manual,delhi-ncr,delhi-ncr,4.94 Lakh,4.94,https://www.cars24.com/buy-used-tata-punch-2023-cars-new-delhi-10183265761/,,Cars24
2017 Tata Tiago,tata,tiago,2017,85073.0,Petrol,auto,delhi-ncr,delhi-ncr,2.33 Lakh,2.33,https://www.cars24.com/buy-used-tata-tiago-2017-cars-new-delhi-10031662745/,,Cars24
2024 MG ASTOR,mg,astor,2024,7186.0,Petrol,manual,delhi-ncr,delhi-ncr,8.09 Lakh,8.09,https://www.cars24.com/buy-used-mg-astor-2024-cars-noida-15181667703/,,Cars24
2023 Tata PUNCH,tata,punch,2023,63025.0,Cng,manual,delhi-ncr,delhi-ncr,4.80 Lakh,4.8,https://www.cars24.com/buy-used-tata-punch-2023-cars-noida-10064164705/,,Cars24
2022 Mahindra Thar,mahindra,thar,2022,52746.0,Diesel,manual,delhi-ncr,delhi-ncr,10.59 Lakh,10.59,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-noida-10029864762/,,Cars24
2020 Honda City,honda,city,2020,64666.0,Petrol,auto,delhi-ncr,delhi-ncr,7.88 Lakh,7.88,https://www.cars24.com/buy-used-honda-city-2020-cars-new-delhi-10031867738/,,Cars24
2022 Maruti Baleno,maruti,baleno,2022,53910.0,Cng,manual,delhi-ncr,delhi-ncr,5.56 Lakh,5.56,https://www.cars24.com/buy-used-maruti-baleno-2022-cars-new-delhi-11597366784/,,Cars24
