name,price,emi,kilometer,fuel,transmission,registration,location,link
"2017 Mercedes C-Class
18.30 Lakh
₹18.50 Lakh",18.30 Lakh,"EMI ₹31,817/m*",49.5K km,Diesel,Automatic,MH01,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/mercedes-benz/c-class/c-220-cdi-avantgarde-hinjawadi-2017/19229389/
"2023 Tata Altroz
8.53 Lakh
₹8.60 Lakh",8.53 Lakh,"EMI ₹14,713/m*",35.5K km,Diesel,Manual,MH14,Bavdhan,https://www.spinny.com/buy-used-cars/pune/tata/altroz/xz-plus-diesel-dark-edition-bavdhan-khurd-2023/28784888/
"2012 Maruti Wagon R 1.0
2.48 Lakh
₹2.53 Lakh",2.48 Lakh,"EMI ₹18,773/m*",44.5K km,Petrol,Manual,MH12,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/wagon-r-10/vxi-hinjawadi-2012/28502436/
"2013 Honda Brio
2.47 Lakh
₹2.51 Lakh",2.47 Lakh,"EMI ₹9,092/m*",58K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/honda/brio/s-mt-hadapsar-2013/28696646/
"2021 Renault Kwid
3.54 Lakh
₹3.57 Lakh",3.54 Lakh,"EMI ₹6,147/m*",13.5K km,Petrol,Manual,MH15,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/renault/kwid/rxt-10-o-hinjawadi-2021/28743847/
"2024 Hyundai i20 N Line
10.06 Lakh
₹10.18 Lakh",10.06 Lakh,"EMI ₹17,574/m*",33K km,Petrol,Automatic,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/hyundai/i20-n-line/n8-10-turbo-dct-hadapsar-2024/28541290/
"2014 Hyundai Eon
2.12 Lakh
₹2.16 Lakh",2.12 Lakh,"EMI ₹5,635/m*",32.5K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/hyundai/eon/era-20112012-hadapsar-2014/28155900/
"2023 Honda City
10.92 Lakh
₹11.04 Lakh",10.92 Lakh,"EMI ₹19,055/m*",17.5K km,Petrol,Manual,MH15,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/honda/city/zx-petrol-hinjawadi-2023/28386011/
"2023 Honda City
11.91 Lakh
₹12.06 Lakh",11.91 Lakh,"EMI ₹20,809/m*",15K km,Petrol,Automatic,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/honda/city/vx-cvt-petrol-hadapsar-2023/28800074/
"2012 Hyundai i10
2.26 Lakh
₹2.30 Lakh",2.26 Lakh,"EMI ₹16,720/m*",40K km,Petrol,Manual,MH12,Wagholi,https://www.spinny.com/buy-used-cars/pune/hyundai/i10/magna-12-kappa2-wagholi-2012/28635236/
"2023 Mahindra XUV 300
8.80 Lakh
₹8.91 Lakh",8.80 Lakh,"EMI ₹15,241/m*",54.5K km,Petrol,Automatic,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/mahindra/xuv-300/w8-o-12-petrol-amt-2023/28862996/
"2013 Maruti Wagon R
2.28 Lakh
₹2.32 Lakh",2.28 Lakh,"EMI ₹9,154/m*",66K km,Petrol,Manual,MH13,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/wagon-r/vxi-hadapsar-2013/28263788/
"2017 Honda City
6.93 Lakh
₹7.04 Lakh",6.93 Lakh,"EMI ₹12,056/m*",85.5K km,Petrol,Automatic,MH12,Wagholi,https://www.spinny.com/buy-used-cars/pune/honda/city/zx-cvt-petrol-wagholi-2017/28645078/
"2013 Hyundai i10
2.32 Lakh
₹2.36 Lakh",2.32 Lakh,"EMI ₹17,148/m*",59.5K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/used-cars-in-pune/s/
"2023 Hyundai Creta
12.90 Lakh
₹13.07 Lakh",12.90 Lakh,"EMI ₹22,546/m*",29K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/hyundai/creta/sx-15-petrol-hadapsar-2023/27546791/
"2011 Hyundai i10
1.89 Lakh
₹1.93 Lakh",1.89 Lakh,N/A,35K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/hyundai/i10/sportz-12-kappa2-hadapsar-2011/28507027/
"2019 Tata Nexon
6.39 Lakh
₹6.48 Lakh",6.39 Lakh,"EMI ₹11,103/m*",53K km,Petrol,Manual,MH20,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/tata/nexon/xz-plus-dual-tone-hinjawadi-2019/28281869/
"2016 Hyundai Xcent
3.22 Lakh
₹3.29 Lakh",3.22 Lakh,"EMI ₹5,750/m*",80.5K km,Petrol,Manual,MH12,Wagholi,https://www.spinny.com/buy-used-cars/pune/hyundai/xcent/sx-12-wagholi-2016/27706186/
